_stratum,classification_method,condition_status,confidence,current_granularity,current_is_model_result,current_record_id,current_record_kind,current_relevance,current_series_id,current_source_kind,doi,duplicate_evidence_bindings,fallback_substitutions,fig_docling_index,figure_data_conditions,figure_image,first_failure_stage,ground_truth_basis,ground_truth_evidence_span,incorrect_conditions,kb_visible_conditions,manual_review_required,missing_conditions,over_broadcast_conditions,panel,paper_ground_truth_entity_kind,paper_id,pressure_in_caption,pressure_in_pressure_json,pressure_json_conditions,pressure_on_record_usable,printed_figure_number,recipe_conditions,record_id,records_conditions,resolved_conditions,responsible_code_path,root_cause_category,run_structure,sample_index,sample_or_run_id,sampling_stratum,series_label,source_caption,source_curve_n_points,source_pdf_page,supported_as_physical_experiment,underlying_case_key
condition_axis|experimental,heuristic,{},0.6,single,False,10.1116_1.4938104-4d-S3-P005,series_member_experiment,experimental,10.1116_1.4938104-4d-S3,vision-llm,10.1116_1.4938104,,species,9,{},figures/fig_9.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'molecular_mass', 'precursor_molecular_diameter']",True,,,d,unknown,10.1116_1.4938104,False,False,[],False,4,"{""ncycles"": 50.0}",10.1116_1.4938104-4d-S3-P005,{},"['cycle_number', 'molecular_mass', 'precursor_molecular_diameter']",,,undetermined,99,,condition_axis|experimental,substrate and ALD temperature: Cellulose Films,"FIG. 4. (Color online) a) Flow-over and flow-through configurations for ALD on fibers. (b) A cross-sectional TEM image of a cotton fiber showing uniform Al2O3 ALD on the complex bean shape. Reprinted with permission from Hyde et al ., Langmuir 26 , 2550 (2010). Copyright 2010, American Chemical Society. (c) Water droplet on hydrophobic cotton after a few ALD cycles. (d) Water contact angle on cott",7,,uncertain,10.1116_1.4938104::F4::d::Cellulose Films
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1116_6.0002154-3a-S0-P000,series_member_experiment,experimental,10.1116_6.0002154-3a-S0,vision-llm,10.1116_6.0002154,,,17,{},figures/fig_17.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['pulse_time', 'temperature', 'working_pressure']",True,,,a,unknown,10.1116_6.0002154,False,True,"[{""type"": ""working_pressure"", ""value"": 0.5, ""unit"": ""Torr"", ""context"": ""process_condition"", ""species"": null}]",True,3,"{""temperature"": 30.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1116_6.0002154-3a-S0-P000,{},"['pulse_time', 'temperature', 'working_pressure']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,100,,condition_axis|experimental,,FIG. 3. (a) TGA curve and (b) vapor pressure curve of the synthesized MoCl 4 (thd)(THF).,29,,uncertain,10.1116_6.0002154::F3::a::0
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1116_6.0002154-3a-S0-P004,series_member_experiment,experimental,10.1116_6.0002154-3a-S0,vision-llm,10.1116_6.0002154,,,17,{},figures/fig_17.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['pulse_time', 'temperature', 'working_pressure']",True,,,a,unknown,10.1116_6.0002154,False,True,"[{""type"": ""working_pressure"", ""value"": 0.5, ""unit"": ""Torr"", ""context"": ""process_condition"", ""species"": null}]",True,3,"{""temperature"": 140.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1116_6.0002154-3a-S0-P004,{},"['pulse_time', 'temperature', 'working_pressure']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,101,,condition_axis|experimental,,FIG. 3. (a) TGA curve and (b) vapor pressure curve of the synthesized MoCl 4 (thd)(THF).,29,,uncertain,10.1116_6.0002154::F3::a::0
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1116_6.0002154-3a-S0-P009,series_member_experiment,experimental,10.1116_6.0002154-3a-S0,vision-llm,10.1116_6.0002154,,,17,{},figures/fig_17.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['pulse_time', 'temperature', 'working_pressure']",True,,,a,unknown,10.1116_6.0002154,False,True,"[{""type"": ""working_pressure"", ""value"": 0.5, ""unit"": ""Torr"", ""context"": ""process_condition"", ""species"": null}]",True,3,"{""temperature"": 195.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1116_6.0002154-3a-S0-P009,{},"['pulse_time', 'temperature', 'working_pressure']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,102,,condition_axis|experimental,,FIG. 3. (a) TGA curve and (b) vapor pressure curve of the synthesized MoCl 4 (thd)(THF).,29,,uncertain,10.1116_6.0002154::F3::a::0
condition_axis|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1116_6.0002154-3a-S0-P017,series_member_experiment,experimental,10.1116_6.0002154-3a-S0,vision-llm,10.1116_6.0002154,,,17,{},figures/fig_17.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['pulse_time', 'temperature', 'working_pressure']",True,,,a,unknown,10.1116_6.0002154,False,True,"[{""type"": ""working_pressure"", ""value"": 0.5, ""unit"": ""Torr"", ""context"": ""process_condition"", ""species"": null}]",True,3,"{""temperature"": 270.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1116_6.0002154-3a-S0-P017,{},"['pulse_time', 'temperature', 'working_pressure']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,103,,condition_axis|experimental,,FIG. 3. (a) TGA curve and (b) vapor pressure curve of the synthesized MoCl 4 (thd)(THF).,29,,uncertain,10.1116_6.0002154::F3::a::0
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound"", ""pressure"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1116_6.0002436-1b-S1-P003,series_member_experiment,experimental,10.1116_6.0002436-1b-S1,vision-llm,10.1116_6.0002436,,species,17,"{""temperature"": ""150 °C""}",figures/fig_17.png,none_detected,a saturation curve is one deposition per dose,Saturation curves for ozone (3 wt,,"['bubbler_pressure', 'molecular_mass', 'pulse_time', 'temperature']",False,,,b,experimental_case,10.1116_6.0002436,False,True,"[{""type"": ""bubbler_pressure"", ""value"": 20, ""unit"": ""psi (gauge)"", ""context"": ""apparatus_setting"", ""species"": ""N2""}]",True,1,"{""temperature"": 150.0, ""carrier_gas"": {""species"": ""N2""}}",10.1116_6.0002436-1b-S1-P003,"{""temperature"": ""150 °C""}","['bubbler_pressure', 'molecular_mass', 'pulse_time', 'temperature']",,,separate_depositions,104,,condition_axis|experimental,series: SUP,FIG. 1. Saturation curves for ozone (3 wt. %) and bis-isopropylcyclopentyldienyl molybdenum dihydride. Sample growth temperatures were set to 150 °C. Pulsing sequences are (a) Mo( i PrCp)2H2 + 20 s purge + 40 s O3 + 20 s purge and (b) 6 × 0.25 s Mo( i PrCp)2H2 + 20 s purge + O 3 + 20 s purge.,7,,yes,10.1116_6.0002436::F1::b::SUP
condition_axis|experimental,heuristic,"{""Mo(iPrCp)2H2 pulse time"": ""correctly_extracted_and_bound"", ""O3 pulse time"": ""correctly_extracted_and_bound"", ""pressure"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1116_6.0002436-2a-S4-P002,series_member_experiment,experimental,10.1116_6.0002436-2a-S4,vision-llm,10.1116_6.0002436,,species,18,"{""Mo(iPrCp)2H2 pulse time"": ""0.25 s"", ""O3 pulse time"": ""40 s""}",figures/fig_18.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['Mo(iPrCp)2H2 pulse time', 'O3 pulse time', 'bubbler_pressure', 'deposition_temperature', 'molecular_mass']",True,,,a,unknown,10.1116_6.0002436,False,True,"[{""type"": ""bubbler_pressure"", ""value"": 20, ""unit"": ""psi (gauge)"", ""context"": ""apparatus_setting"", ""species"": ""N2""}]",True,2,"{""temperature"": 150, ""carrier_gas"": {""species"": ""N2""}}",10.1116_6.0002436-2a-S4-P002,"{""Mo(iPrCp)2H2 pulse time"": ""0.25 s"", ""O3 pulse time"": ""40 s""}","['Mo(iPrCp)2H2 pulse time', 'O3 pulse time', 'bubbler_pressure', 'deposition_temperature', 'molecular_mass']",,,undetermined,105,,condition_axis|experimental,position: Middle GPC,FIG. 2. Growth per cycle of MoOx and SUP for various growth temperatures using the pulsing sequence of 6 × 0.25 s Mo( i PrCp)2 H2 + purge + 40 s O3 + purge. Purge time was varied with deposition temperature.,8,,uncertain,10.1116_6.0002436::F2::a::Middle GPC
unresolved_experiment_record|experimental,heuristic,"{""legend:100°C"": ""present_in_source_but_not_extracted"", ""legend:1s"": ""bound_with_wrong_quantity"", ""pressure"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1116_6.0002436-F5a-15,unresolved_experiment_record,experimental,,vision-llm,10.1116_6.0002436,,species,23,{},figures/fig_23.png,05_figure_extract (legend value not structured),record kind unresolved_experiment_record not classifiable from local evidence,,,"['bubbler_pressure', 'molecular_mass']",True,legend 100°C,,a,unknown,10.1116_6.0002436,False,True,"[{""type"": ""bubbler_pressure"", ""value"": 20, ""unit"": ""psi (gauge)"", ""context"": ""apparatus_setting"", ""species"": ""N2""}]",True,5,"{""carrier_gas"": {""species"": ""N2""}}",10.1116_6.0002436-F5a-15,{},"['bubbler_pressure', 'molecular_mass']",03_corpus/scripts/05_figure_extract.py::VISION_SCHEMA (series_axis/conditions),A,,106,,unresolved_experiment_record|experimental,sample: 100°C (O 1s A),"FIG. 5. O 1s core-level XPS data for ALD MoOx deposited using Mo( i PrCp)2H2 at 100, 150, and 200 °C and a 200 °C deposited film annealed at 350 °C for 20 min.",19,,uncertain,10.1116_6.0002436::F5::a::100°C (O 1s A)
unresolved_experiment_record|experimental,heuristic,"{""legend:100°C"": ""present_in_source_but_not_extracted"", ""legend:1s"": ""bound_with_wrong_quantity"", ""pressure"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1116_6.0002436-F5a-16,unresolved_experiment_record,experimental,,vision-llm,10.1116_6.0002436,,species,23,{},figures/fig_23.png,05_figure_extract (legend value not structured),record kind unresolved_experiment_record not classifiable from local evidence,,,"['bubbler_pressure', 'molecular_mass']",True,legend 100°C,,a,unknown,10.1116_6.0002436,False,True,"[{""type"": ""bubbler_pressure"", ""value"": 20, ""unit"": ""psi (gauge)"", ""context"": ""apparatus_setting"", ""species"": ""N2""}]",True,5,"{""carrier_gas"": {""species"": ""N2""}}",10.1116_6.0002436-F5a-16,{},"['bubbler_pressure', 'molecular_mass']",03_corpus/scripts/05_figure_extract.py::VISION_SCHEMA (series_axis/conditions),A,,107,,unresolved_experiment_record|experimental,sample: 100°C (O 1s C),"FIG. 5. O 1s core-level XPS data for ALD MoOx deposited using Mo( i PrCp)2H2 at 100, 150, and 200 °C and a 200 °C deposited film annealed at 350 °C for 20 min.",10,,uncertain,10.1116_6.0002436::F5::a::100°C (O 1s C)
condition_axis|experimental,caption_inferred,"{""deposition_temperature"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1116_6.0002804-1a-S0-P005,series_member_experiment,experimental,10.1116_6.0002804-1a-S0,vision-llm,10.1116_6.0002804,,,17,"{""deposition_temperature"": ""350 °C""}",figures/fig_17.png,none_detected,caption says the parameter was independently varied -> one run per value,"independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 p",,"['deposition_temperature', 'pulse_time']",False,,,a,experimental_case,10.1116_6.0002804,False,False,[],False,1,"{""temperature"": 350.0}",10.1116_6.0002804-1a-S0-P005,"{""deposition_temperature"": ""350 °C""}","['deposition_temperature', 'pulse_time']",,,separate_depositions,108,,condition_axis|experimental,,"FIG. 1. GPC at 350 °C as a function of independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 purge time, (d) at-H purge time, and (e) hot-wire temperature.",6,,yes,10.1116_6.0002804::F1::a::0
condition_axis|experimental,caption_inferred,"{""deposition_temperature"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1116_6.0002804-1b-S1-P009,series_member_experiment,experimental,10.1116_6.0002804-1b-S1,vision-llm,10.1116_6.0002804,,,17,"{""deposition_temperature"": ""350 °C""}",figures/fig_17.png,none_detected,caption says the parameter was independently varied -> one run per value,"independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 p",,"['deposition_temperature', 'pulse_time']",False,,,b,experimental_case,10.1116_6.0002804,False,False,[],False,1,"{""temperature"": 350.0}",10.1116_6.0002804-1b-S1-P009,"{""deposition_temperature"": ""350 °C""}","['deposition_temperature', 'pulse_time']",,,separate_depositions,109,,condition_axis|experimental,,"FIG. 1. GPC at 350 °C as a function of independently varied: (a) MoCl2O2 pulse time, (b) at-H pulse time, (c) MoCl2O2 purge time, (d) at-H purge time, and (e) hot-wire temperature.",11,,yes,10.1116_6.0002804::F1::b::0
condition_axis|experimental,heuristic,{},0.95,single,False,10.1116_6.0002804-3a-S8-P001,series_member_experiment,experimental,10.1116_6.0002804-3a-S8,vision-llm,10.1116_6.0002804,,,20,{},figures/fig_20.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,['cycle_number'],True,,,a,unknown,10.1116_6.0002804,False,False,[],False,3,"{""ncycles"": 4}",10.1116_6.0002804-3a-S8-P001,{},['cycle_number'],03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,110,,condition_axis|experimental,series: Thickness,FIG. 3. Thickness of the Mo film as a function of time during the initial stages of the ALD process. Inset: GPC in the incubation regime.,18,,uncertain,10.1116_6.0002804::F3::a::Thickness
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1116_6.0002804-5-S14-P002,series_member_experiment,experimental,10.1116_6.0002804-5-S14,vision-llm,10.1116_6.0002804,,,23,{},figures/fig_23.png,none_detected,a depth profile is one specimen measured through its thickness,depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film,,['deposition_temperature'],False,,,,measurement,10.1116_6.0002804,False,False,[],False,5,"{""temperature"": 450.0}",10.1116_6.0002804-5-S14-P002,"{""temperature"": ""350 °C""}",['deposition_temperature'],,,one_continuous_run,111,,condition_axis|experimental,element: O,FIG. 5. TOF-ERDA measurements showing (a) a compositional depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film composition at various temperatures.,,,no,10.1116_6.0002804::F5::-::O
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1116_6.0002804-5-S9-P002,series_member_experiment,experimental,10.1116_6.0002804-5-S9,vision-llm,10.1116_6.0002804,,,23,{},figures/fig_23.png,none_detected,a depth profile is one specimen measured through its thickness,depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film,,['deposition_temperature'],False,,,,measurement,10.1116_6.0002804,False,False,[],False,5,"{""temperature"": 350.0}",10.1116_6.0002804-5-S9-P002,"{""temperature"": ""350 °C""}",['deposition_temperature'],,,one_continuous_run,112,,condition_axis|experimental,,FIG. 5. TOF-ERDA measurements showing (a) a compositional depth profile of an ALD film obtained at 350 °C and (b) averaged ALD film composition at various temperatures.,,,no,10.1116_6.0002804::F5::-::0
unresolved_experiment_record|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound"", ""feature_height"": ""incorrectly_broadcast""}",0.85,unresolved,False,10.1186_s11671-015-0872-9-F3a-0,unresolved_experiment_record,experimental,,vision-llm,10.1186_s11671-015-0872-9,pulse_time=0.25 x2,geometry;species,4,{},figures/fig_4.png,10_pressure.pressure_facts -> paper-scope broadcast,record kind unresolved_experiment_record not classifiable from local evidence,,,"['aspect_ratio', 'chamber_total_pressure', 'feature_width', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'purge_time', 'temperature', 'working_pressure']",True,,"feature_height@paper:[400.0, 500.0]",a,unknown,10.1186_s11671-015-0872-9,False,True,"[{""type"": ""chamber_total_pressure"", ""value"": 4e-06, ""unit"": ""Torr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""working_pressure"", ""value"": 230, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",True,3,"{""temperature"": 200, ""carrier_gas"": {""species"": ""N2""}}",10.1186_s11671-015-0872-9-F3a-0,{},"['aspect_ratio', 'chamber_total_pressure', 'feature_height', 'feature_width', 'molecular_mass', 'precursor_molecular_diameter', 'pulse_time', 'purge_time', 'temperature', 'working_pressure']",03_corpus/scripts/10_pressure.py::pressure_facts + 06_to_kb base_ctrl,J,,113,,unresolved_experiment_record|experimental,series: XRD profile,Figure 3 XRD profile for the AAO template on Al substrate and TiO2 coated via the ALD process.,51,,uncertain,10.1186_s11671-015-0872-9::F3::a::XRD profile
condition_axis|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound""}",0.6,single,False,10.3762_bjnano.14.89-4a-S1-P005,series_member_experiment,experimental,10.3762_bjnano.14.89-4a-S1,vision-llm,10.3762_bjnano.14.89,pulse_time=5 x2,species,5,"{""temperature"": ""300 °C""}",figures/fig_5.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['cycle_number', 'molecular_mass', 'pulse_time', 'temperature']",True,,,a,unknown,10.3762_bjnano.14.89,False,False,[],False,4,"{""temperature"": 300.0, ""ncycles"": 600, ""carrier_gas"": {""species"": ""N2""}}",10.3762_bjnano.14.89-4a-S1-P005,"{""temperature"": ""300 °C""}","['cycle_number', 'molecular_mass', 'pulse_time', 'temperature']",,,undetermined,114,,condition_axis|experimental,,Figure 4: SnO2 film GPC as function of the number of ALD cycles.,7,,uncertain,10.3762_bjnano.14.89::F4::a::0
condition_axis|experimental,heuristic,{},0.95,single,False,10.3762_bjnano.14.89-7a-S4-P008,series_member_experiment,experimental,10.3762_bjnano.14.89-7a-S4,vision-llm,10.3762_bjnano.14.89,pulse_time=5 x2,species,8,{},figures/fig_8.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['deposition_temperature', 'molecular_mass', 'pulse_time']",True,,,a,unknown,10.3762_bjnano.14.89,False,False,[],False,7,"{""temperature"": 350, ""carrier_gas"": {""species"": ""N2""}}",10.3762_bjnano.14.89-7a-S4-P008,{},"['deposition_temperature', 'molecular_mass', 'pulse_time']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,115,,condition_axis|experimental,,Figure 7: Content of residual iodine in tin oxide films deposited from tin iodide and ozone in the temperature range of 100-600 °C.,13,,uncertain,10.3762_bjnano.14.89::F7::a::0
unresolved_experiment_record|experimental,heuristic,"{""legend:500 °C"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.3762_bjnano.14.89-F10b-19,unresolved_experiment_record,experimental,,vision-llm,10.3762_bjnano.14.89,pulse_time=5 x2,species,11,{},figures/fig_11.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['deposition_temperature', 'molecular_mass', 'pulse_time']",True,,,b,unknown,10.3762_bjnano.14.89,False,False,[],False,10,"{""temperature"": 500.0, ""carrier_gas"": {""species"": ""N2""}}",10.3762_bjnano.14.89-F10b-19,{},"['deposition_temperature', 'molecular_mass', 'pulse_time']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,116,,unresolved_experiment_record|experimental,deposition temperature: 500 °C,"Figure 10: XPS results of (a) Sn 3d, (b) O 1s, and (c) valence-band region of the SnO 2 films deposited at 300 and 500 °C.",12,,uncertain,10.3762_bjnano.14.89::F10::b::500 °C
unresolved_experiment_record|experimental,heuristic,"{""legend:225 °C"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.3762_bjnano.14.89-F8a-14,unresolved_experiment_record,experimental,,vision-llm,10.3762_bjnano.14.89,pulse_time=5 x2,species,9,{},figures/fig_9.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['molecular_mass', 'pulse_time', 'temperature']",True,,,a,unknown,10.3762_bjnano.14.89,False,False,[],False,8,"{""temperature"": 225.0, ""carrier_gas"": {""species"": ""N2""}}",10.3762_bjnano.14.89-F8a-14,{},"['molecular_mass', 'pulse_time', 'temperature']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,117,,unresolved_experiment_record|experimental,growth temperature: 225 °C,"Figure 8: GIXRD patterns of SnO2 films deposited at the given temperatures. Miller indices attributed to the diffraction maxima are indicated on the graph, where T corresponds to the tetragonal crystalline phase of SnO 2 and M corresponds to the monoclinic phase of I 2 O 5 .",9,,uncertain,10.3762_bjnano.14.89::F8::a::225 °C
coordinate_axis|model,caption_inferred,"{""legend:10ms"": ""correctly_extracted_and_bound""}",0.9,profile,True,10.3762_bjnano.5.25-F3c-4,profile_experiment,model,,vision-llm,10.3762_bjnano.5.25,,geometry,3,{},figures/fig_3.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,simulation while using the parameters defined in Table 1,,"['areal density of the CNTs', 'feature_height', 'initial average CNT diameter', 'pulse_time', 'site_density', 'sticking_probability']",False,,,c,simulation_run_or_profile,10.3762_bjnano.5.25,False,False,[],False,3,{},10.3762_bjnano.5.25-F3c-4,{},"['areal density of the CNTs', 'feature_height', 'initial average CNT diameter', 'pulse_time', 'site_density', 'sticking_probability']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,118,,coordinate_axis|model,exposure time: 10ms,"Figure 3: Results of the precursor adsorption kinetics simulation while using the parameters defined in Table 1. The concentration of precursor molecules as a function of depth at several time steps (0 to 50 ms, with 5 ms intervals) within the CNT array is plotted in (a). The effect of the reactive sticking coefficient is demonstrated in (b), where the deposited oxide thickness per cycle is plotte",7,,no,10.3762_bjnano.5.25::F3::c::10ms
coordinate_axis|model,caption_inferred,"{""legend:100 cycles"": ""correctly_extracted_and_bound""}",0.9,profile,True,10.3762_bjnano.5.25-F5b-33,profile_experiment,model,,vision-llm,10.3762_bjnano.5.25,,geometry,5,{},figures/fig_5.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,simulation,,"['areal density of the CNTs', 'cycle_number', 'feature_height', 'initial average CNT diameter', 'site_density', 'sticking_probability']",False,,,b,simulation_run_or_profile,10.3762_bjnano.5.25,False,False,[],False,5,"{""ncycles"": 100.0}",10.3762_bjnano.5.25-F5b-33,{},"['areal density of the CNTs', 'cycle_number', 'feature_height', 'initial average CNT diameter', 'site_density', 'sticking_probability']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,119,,coordinate_axis|model,cycle_number: 100 cycles,"Figure 5: Plot of deposited oxide thickness with respect to the VACNT depth for a multi-cycle ALD process, determined by the model with the parameters in Table 1. (a) Fixed precursor exposure time (50 ms). (b) Scaled exposure time according to Equation 19.",10,,no,10.3762_bjnano.5.25::F5::b::100 cycles
coordinate_axis|experimental,metadata_inferred,"{""legend:400 cycles"": ""correctly_extracted_and_bound""}",0.6,profile,False,10.3762_bjnano.5.25-F6b-34,profile_experiment,experimental,,vision-llm,10.3762_bjnano.5.25,,geometry,6,{},figures/fig_6.png,none_detected,"spatial profile of one coated structure, kept as one record",,,"['areal density of the CNTs', 'cycle_number', 'feature_height', 'initial average CNT diameter', 'site_density', 'sticking_probability']",False,,,b,experimental_profile,10.3762_bjnano.5.25,False,False,[],False,6,"{""ncycles"": 400.0}",10.3762_bjnano.5.25-F6b-34,{},"['areal density of the CNTs', 'cycle_number', 'feature_height', 'initial average CNT diameter', 'site_density', 'sticking_probability']",,,one_continuous_run,120,,coordinate_axis|experimental,number of cycles: 400 cycles,"Figure 6: Experimental results for TiO 2 coated VACNTs. (a) An SEM image of a VACNT array coated with 400 cycles of TiO 2 is shown with close-up SEM images at depths of ca. 5, 25, and 80 μ m. At 5 μ m, a thick and conformal coating of TiO 2 is evident. At 25 μ m the oxide coating is visibly thinner, and exposed CNTs are visible, at which the oxide beads have not merged, yet. Down at approx. 80 μ m",14,,yes,10.3762_bjnano.5.25::F6::b::400 cycles
